Federal organization,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (t)
Environment and Climate Change Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3581.094542,254.917
Environment and Climate Change Canada,FY 2019-20,facilities,1,biomass,6611.699665,0
Environment and Climate Change Canada,FY 2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11390.88284,813.6109242
Environment and Climate Change Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20563.62207,1503.197652
Environment and Climate Change Canada,FY 2019-20,fleet,1,gasoline,35488.5952,2357.603485
Environment and Climate Change Canada,FY 2019-20,facilities,1,natural gas,119884.8063,5913.151193
Environment and Climate Change Canada,FY 2019-20,facilities,2,electricity,120584.8247,2979.988763
Environment and Climate Change Canada,FY 2020-21,facilities,1,natural gas,117781.2149,5823.534689
Environment and Climate Change Canada,FY 2020-21,facilities,2,electricity,103124.5871,2979.222394
Environment and Climate Change Canada,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24090.99958,1692.524799
Environment and Climate Change Canada,FY 2020-21,fleet,1,gasoline,20007.73243,1326.836256
Environment and Climate Change Canada,FY 2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8874.656991,634.4593877
Environment and Climate Change Canada,FY 2020-21,facilities,1,biomass,6935.955101,0
Environment and Climate Change Canada,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1614.029827,114.8932698
Environment and Climate Change Canada,FY 2020-21,facilities,1,liquified petroleum gas,1600.103665,97.63048398
Environment and Climate Change Canada,FY 2020-21,fleet,1,fuels with renewable content,471.6724548,32.29975224
Environment and Climate Change Canada,FY 2020-21,fleet,1,fuels with renewable content,71.07550526,4.378826767
Environment and Climate Change Canada,FY 2020-21,fleet,1,aviation fuel,63.7084837,4.376027346
Environment and Climate Change Canada,FY 2020-21,fleet,1,fuels with renewable content,1.700832009,0.023909761
Fisheries and Oceans Canada,FY 2005-06,facilities,2,electricity,309547.2728,21406.55978
Fisheries and Oceans Canada,FY 2005-06,fleet,1,gasoline,119924.7112,7938.156042
Fisheries and Oceans Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",90236.29457,6423.38971
Fisheries and Oceans Canada,FY 2005-06,facilities,1,natural gas,71471.54195,3584.497018
Fisheries and Oceans Canada,FY 2005-06,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",23271.91788,1664.005754
Fisheries and Oceans Canada,FY 2005-06,facilities,2,district heating,19917.49683,1175.132629
Fisheries and Oceans Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",19565.78026,1373.698533
Fisheries and Oceans Canada,FY 2005-06,facilities,1,liquified petroleum gas,12938.4694,789.4421394
Fisheries and Oceans Canada,FY 2005-06,fleet,1,liquified petroleum gas,279.169288,16.98994461
Fisheries and Oceans Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",129.369977,9.663351297
Fisheries and Oceans Canada,FY 2010-11,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",79367.845,5687.321867
Fisheries and Oceans Canada,FY 2010-11,facilities,1,Liquified petroleum gas,9789.821946,597.2139504
Fisheries and Oceans Canada,FY 2010-11,facilities,1,natural gas,106470.3018,5306.818231
Fisheries and Oceans Canada,FY 2010-11,facilities,2,district energy,28618,1688.462
Fisheries and Oceans Canada,FY 2010-11,facilities,2,electricity,295790.3964,17620.04366
Fisheries and Oceans Canada,FY 2010-11,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22648.5518,1619.432954
Fisheries and Oceans Canada,FY 2010-11,fleet,1,Fuels with renewable content,3951.24253,240.7173745
Fisheries and Oceans Canada,FY 2010-11,fleet,1,Gasoline,107248.19,6873.076862
Fisheries and Oceans Canada,FY 2010-11,fleet,1,Liquified petroleum gas,29.46084,1.79295576
Fisheries and Oceans Canada,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",65968.1732,4706.099296
Fisheries and Oceans Canada,FY 2011-12,facilities,1,Liquified petroleum gas,11296.18203,689.107272
Fisheries and Oceans Canada,FY 2011-12,facilities,1,natural gas,102037.4305,5085.869836
Fisheries and Oceans Canada,FY 2011-12,facilities,2,district energy,22993,1356.587
Fisheries and Oceans Canada,FY 2011-12,facilities,2,electricity,298911.4056,18333.38671
Fisheries and Oceans Canada,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",23897.285,1708.720768
Fisheries and Oceans Canada,FY 2011-12,fleet,1,Fuels with renewable content,6215.88769,378.8284046
Fisheries and Oceans Canada,FY 2011-12,fleet,1,Gasoline,96122.775,6160.096695
Fisheries and Oceans Canada,FY 2011-12,fleet,1,Liquified petroleum gas,49.68353,3.02368742
Fisheries and Oceans Canada,FY 2011-12,fleet,1,Natural gas,0.027854,0.001589071
Fisheries and Oceans Canada,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",60992.1279,4348.524204
Fisheries and Oceans Canada,FY 2012-13,facilities,1,Liquified petroleum gas,10991.43951,670.5168944
Fisheries and Oceans Canada,FY 2012-13,facilities,1,natural gas,106288.7669,5297.769955
Fisheries and Oceans Canada,FY 2012-13,facilities,2,district energy,27475,1621.025
Fisheries and Oceans Canada,FY 2012-13,facilities,2,electricity,284788.944,16511.89591
Fisheries and Oceans Canada,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24082.3889,1721.9562
Fisheries and Oceans Canada,FY 2012-13,fleet,1,Fuels with renewable content,5738.8483,349.0260346
Fisheries and Oceans Canada,FY 2012-13,fleet,1,Gasoline,90333.25,5789.07085
Fisheries and Oceans Canada,FY 2012-13,fleet,1,Liquified petroleum gas,108.25087,6.58803418
Fisheries and Oceans Canada,FY 2012-13,fleet,1,Natural gas,0.006498,0.000370711
Fisheries and Oceans Canada,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",55329.1859,3946.469491
Fisheries and Oceans Canada,FY 2013-14,facilities,1,Liquified petroleum gas,10461.35193,638.1796672
Fisheries and Oceans Canada,FY 2013-14,facilities,1,natural gas,111275.5248,5546.325818
Fisheries and Oceans Canada,FY 2013-14,facilities,2,district energy,23184,1367.856
Fisheries and Oceans Canada,FY 2013-14,facilities,2,electricity,275618.0088,14861.04976
Fisheries and Oceans Canada,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22881.2626,1636.072408
Fisheries and Oceans Canada,FY 2013-14,fleet,1,Fuels with renewable content,4887.98792,297.2672599
Fisheries and Oceans Canada,FY 2013-14,fleet,1,Gasoline,81381.58,5215.396684
Fisheries and Oceans Canada,FY 2013-14,fleet,1,Liquified petroleum gas,51.96143,3.16231802
Fisheries and Oceans Canada,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",53163.301,3792.272795
Fisheries and Oceans Canada,FY 2014-15,facilities,1,Liquified petroleum gas,10866.31699,662.883976
Fisheries and Oceans Canada,FY 2014-15,facilities,1,natural gas,105928.7092,5279.823533
Fisheries and Oceans Canada,FY 2014-15,facilities,2,district energy,28523.82875,1682.905896
Fisheries and Oceans Canada,FY 2014-15,facilities,2,electricity,273303.3852,14980.58702
Fisheries and Oceans Canada,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22051.3399,1576.730681
Fisheries and Oceans Canada,FY 2014-15,fleet,1,Fuels with renewable content,4764.73867,289.1640485
Fisheries and Oceans Canada,FY 2014-15,fleet,1,Gasoline,75408.865,4832.630977
Fisheries and Oceans Canada,FY 2014-15,fleet,1,Liquified petroleum gas,56.49192,3.43803888
Fisheries and Oceans Canada,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",46127.81415,3293.503011
Fisheries and Oceans Canada,FY 2015-16,facilities,1,Liquified petroleum gas,10434.09812,636.517088
Fisheries and Oceans Canada,FY 2015-16,facilities,1,natural gas,90102.85729,4491.012777
Fisheries and Oceans Canada,FY 2015-16,facilities,2,district energy,21153.46625,1248.054509
Fisheries and Oceans Canada,FY 2015-16,facilities,2,electricity,254074.0752,12298.02933
Fisheries and Oceans Canada,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22101.1682,1580.29354
Fisheries and Oceans Canada,FY 2015-16,fleet,1,Fuels with renewable content,4484.00845,271.9758799
Fisheries and Oceans Canada,FY 2015-16,fleet,1,Gasoline,73813.81,4730.410738
Fisheries and Oceans Canada,FY 2015-16,fleet,1,Liquified petroleum gas,32.29556,1.96547384
Fisheries and Oceans Canada,FY 2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",36697.1054,2618.382166
Fisheries and Oceans Canada,FY 2016-17,facilities,1,Liquified petroleum gas,11929.18513,727.722712
Fisheries and Oceans Canada,FY 2016-17,facilities,1,natural gas,99249.55689,4946.913356
Fisheries and Oceans Canada,FY 2016-17,facilities,2,district energy,20806.4175,1227.578633
Fisheries and Oceans Canada,FY 2016-17,facilities,2,electricity,251268.264,11719.91938
Fisheries and Oceans Canada,FY 2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22743.4592,1626.21909
Fisheries and Oceans Canada,FY 2016-17,fleet,1,Fuels with renewable content,949.32081,55.3313918
Fisheries and Oceans Canada,FY 2016-17,fleet,1,Gasoline,72382.345,4638.674281
Fisheries and Oceans Canada,FY 2016-17,fleet,1,Liquified petroleum gas,17.74231,1.07977834
Fisheries and Oceans Canada,FY 2017-18,fleet,1,natural gas,0.03451034,0.001955435
Fisheries and Oceans Canada,FY 2017-18,fleet,1,liquified petroleum gas,29.53676094,1.797577261
Fisheries and Oceans Canada,FY 2017-18,fleet,1,fuels with renewable content,86.13985185,5.306910974
Fisheries and Oceans Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",419.2623367,31.31698394
Fisheries and Oceans Canada,FY 2017-18,fleet,1,fuels with renewable content,837.4672294,49.53535494
Fisheries and Oceans Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2971.084263,208.5975653
Fisheries and Oceans Canada,FY 2017-18,facilities,1,liquified petroleum gas,12971.95663,791.4851524
Fisheries and Oceans Canada,FY 2017-18,facilities,2,district heating,22434.46423,1323.633965
Fisheries and Oceans Canada,FY 2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22746.29218,1626.421772
Fisheries and Oceans Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",34893.84023,2483.886427
Fisheries and Oceans Canada,FY 2017-18,fleet,1,gasoline,78890.45983,5221.986282
Fisheries and Oceans Canada,FY 2017-18,facilities,1,natural gas,89885.69275,4496.739855
Fisheries and Oceans Canada,FY 2017-18,facilities,2,electricity,241133.8433,11690.96927
Fisheries and Oceans Canada,FY 2018-19,fleet,1,liquified petroleum gas,23.6648531,1.440217827
Fisheries and Oceans Canada,FY 2018-19,fleet,1,fuels with renewable content,110.2820072,6.79426229
Fisheries and Oceans Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",235.067421,17.55846751
Fisheries and Oceans Canada,FY 2018-19,fleet,1,fuels with renewable content,656.2865334,38.8186945
Fisheries and Oceans Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2870.087012,201.5066224
Fisheries and Oceans Canada,FY 2018-19,facilities,1,liquified petroleum gas,10004.95988,610.4535676
Fisheries and Oceans Canada,FY 2018-19,facilities,2,district heating,24519.02808,1446.622253
Fisheries and Oceans Canada,FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24943.48901,1783.526783
Fisheries and Oceans Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",38544.91913,2743.786493
Fisheries and Oceans Canada,FY 2018-19,fleet,1,gasoline,79244.62556,5245.426864
Fisheries and Oceans Canada,FY 2018-19,facilities,1,natural gas,103073.1436,5160.175808
Fisheries and Oceans Canada,FY 2018-19,facilities,2,electricity,247723.5457,12911.08562
Fisheries and Oceans Canada,FY 2019-20,fleet,1,liquified petroleum gas,19.79241428,1.204545949
Fisheries and Oceans Canada,FY 2019-20,fleet,1,fuels with renewable content,111.8734303,6.892306209
Fisheries and Oceans Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",299.2424812,22.35204506
Fisheries and Oceans Canada,FY 2019-20,fleet,1,fuels with renewable content,573.4410253,33.91845579
Fisheries and Oceans Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3090.42664,216.9765277
Fisheries and Oceans Canada,FY 2019-20,facilities,1,liquified petroleum gas,12506.0902,763.0603546
Fisheries and Oceans Canada,FY 2019-20,facilities,2,district heating,21884.00842,1291.155899
Fisheries and Oceans Canada,FY 2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",28024.60935,2003.836105
Fisheries and Oceans Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",37590.52377,2675.848069
Fisheries and Oceans Canada,FY 2019-20,fleet,1,gasoline,78472.06955,5194.290896
Fisheries and Oceans Canada,FY 2019-20,facilities,1,natural gas,100011.2764,5005.613551
Fisheries and Oceans Canada,FY 2019-20,facilities,2,electricity,237631.0025,12359.55733
Fisheries and Oceans Canada,FY 2020-21,facilities,2,electricity,225795.6022,11415.96712
Fisheries and Oceans Canada,FY 2020-21,facilities,1,natural gas,94485.30802,4729.92971
Fisheries and Oceans Canada,FY 2020-21,fleet,1,gasoline,53783.47751,3560.083792
Fisheries and Oceans Canada,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",33442.18631,2380.551273
Fisheries and Oceans Canada,FY 2020-21,facilities,2,district heating,26856.25977,1584.518929
Fisheries and Oceans Canada,FY 2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24511.11057,1752.611655
Fisheries and Oceans Canada,FY 2020-21,facilities,1,liquified petroleum gas,10248.67542,625.3240263
Fisheries and Oceans Canada,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3128.190654,219.6278865
Fisheries and Oceans Canada,FY 2020-21,fleet,1,fuels with renewable content,527.9035077,31.22497089
Fisheries and Oceans Canada,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",241.8675232,18.06640375
Fisheries and Oceans Canada,FY 2020-21,fleet,1,fuels with renewable content,151.7605572,9.349677682
Fisheries and Oceans Canada,FY 2020-21,fleet,1,liquified petroleum gas,15.18599761,0.924203783
Health Canada,FY 2005-06,facilities,2,district heating,122923.2921,9407.67296
Health Canada,FY 2005-06,facilities,2,electricity,110051.6113,6094.569535
Health Canada,FY 2005-06,facilities,2,district cooling,47165.56962,2474.297138
Health Canada,FY 2005-06,facilities,1,natural gas,36154.45887,1793.185594
Health Canada,FY 2005-06,fleet,1,gasoline,24031.34485,1590.703865
Health Canada,FY 2005-06,facilities,2,district heating,10166.20027,993.6150817
Health Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",279.2414331,19.60532996
Health Canada,FY 2010-11,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",107.76854,7.705743245
Health Canada,FY 2010-11,fleet,1,Fuels with renewable content,3805.391824,222.0361999
Health Canada,FY 2010-11,fleet,1,Gasoline,32232.0075,2065.611224
Health Canada,FY 2010-11,fleet,1,Natural gas,0.0047576,0.000271421
Health Canada,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",89.4305,6.39452359
Health Canada,FY 2011-12,fleet,1,Fuels with renewable content,6041.74481,357.9497051
Health Canada,FY 2011-12,fleet,1,Gasoline,30381.785,1947.038393
Health Canada,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",181.34284,12.96650548
Health Canada,FY 2012-13,fleet,1,Fuels with renewable content,6432.953561,389.0302611
Health Canada,FY 2012-13,fleet,1,Gasoline,30265.9595,1939.615633
Health Canada,FY 2012-13,fleet,1,Liquified petroleum gas,0.615033,0.037430262
Health Canada,FY 2012-13,fleet,1,Natural gas,0.0016416,0.0000937
Health Canada,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",134.4713,9.615063094
Health Canada,FY 2013-14,fleet,1,Fuels with renewable content,5540.44408,339.7408164
Health Canada,FY 2013-14,fleet,1,Gasoline,27805.82,1781.955836
Health Canada,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",230.3745,16.47240231
Health Canada,FY 2014-15,fleet,1,Fuels with renewable content,5173.808,317.25864
Health Canada,FY 2014-15,fleet,1,Gasoline,23630.6,1514.38388
Health Canada,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",343.577044,24.5666916
Health Canada,FY 2015-16,fleet,1,Fuels with renewable content,5181.355394,317.7214473
Health Canada,FY 2015-16,fleet,1,Gasoline,24168.8776,1548.879784
Health Canada,FY 2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",315.402798,22.5521565
Health Canada,FY 2016-17,fleet,1,Fuels with renewable content,987.824868,60.57356094
Health Canada,FY 2016-17,fleet,1,Gasoline,31220.47355,2000.786348
Health Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",188.2599092,13.36897272
Health Canada,FY 2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",248.949934,17.80059838
Health Canada,FY 2017-18,fleet,1,fuels with renewable content,291.9069347,17.98383486
Health Canada,FY 2017-18,facilities,2,district heating,10592.30298,1072.576709
Health Canada,FY 2017-18,fleet,1,gasoline,31727.40454,2100.126205
Health Canada,FY 2017-18,facilities,2,district cooling,32161.68454,184.7416057
Health Canada,FY 2017-18,facilities,1,natural gas,36386.54917,1804.723378
Health Canada,FY 2017-18,facilities,2,electricity,81787.38649,366.6159741
Health Canada,FY 2017-18,facilities,2,district heating,96727.43371,7885.220024
Health Canada,FY 2018-19,fleet,1,fuels with renewable content,14.52878928,0.994920492
Health Canada,FY 2018-19,fleet,1,fuels with renewable content,236.8168488,14.58983362
Health Canada,FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",542.5575638,38.79434657
Health Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1355.590058,95.30783914
Health Canada,FY 2018-19,fleet,1,gasoline,9652.890747,638.9528732
Health Canada,FY 2018-19,facilities,2,district heating,10886.5273,1102.369729
Health Canada,FY 2018-19,facilities,2,district cooling,33267.1537,191.4420771
Health Canada,FY 2018-19,facilities,1,natural gas,38734.17476,1921.174271
Health Canada,FY 2018-19,facilities,2,electricity,80793.11451,520.6434774
Health Canada,FY 2018-19,facilities,2,district heating,101594.2013,8281.959889
Health Canada,FY 2019-20,fleet,1,fuels with renewable content,13.67099833,0.842244118
Health Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",79.15281487,5.786058962
Health Canada,FY 2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",123.4065113,8.8238976
Health Canada,FY 2019-20,fleet,1,gasoline,5159.57486,341.5270271
Health Canada,FY 2019-20,facilities,2,district heating,9272.9487,938.9788446
Health Canada,FY 2019-20,facilities,2,district cooling,32220.70733,186.3302588
Health Canada,FY 2019-20,facilities,1,natural gas,36935.18576,1831.957528
Health Canada,FY 2019-20,facilities,2,electricity,81915.38594,529.8501765
Health Canada,FY 2019-20,facilities,2,district heating,90516.28422,7378.886845
Health Canada,FY 2020-21,facilities,2,electricity,78190.01345,507.4075195
Health Canada,FY 2020-21,facilities,2,district heating,65626.99163,4922.024557
Health Canada,FY 2020-21,facilities,1,natural gas,38093.376,1889.407147
Health Canada,FY 2020-21,facilities,2,district cooling,24740.997,48.78839409
Health Canada,FY 2020-21,facilities,2,district heating,6645.000572,631.2749677
Health Canada,FY 2020-21,fleet,1,gasoline,2290.819977,151.6358957
Health Canada,FY 2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",85.57364464,6.118748665
Health Canada,FY 2020-21,fleet,1,fuels with renewable content,2.048529819,0.126206037
"Immigration, Refugees and Citizenship Canada",FY 2005-06,fleet,1,gasoline,1392.322128,92.16181898
"Immigration, Refugees and Citizenship Canada",FY 2010-11,fleet,1,Fuels with renewable content,230.1835644,14.1148888
"Immigration, Refugees and Citizenship Canada",FY 2010-11,fleet,1,Gasoline,1072.96224,68.76155155
"Immigration, Refugees and Citizenship Canada",FY 2011-12,fleet,1,Fuels with renewable content,285.3754321,17.49926195
"Immigration, Refugees and Citizenship Canada",FY 2011-12,fleet,1,Gasoline,684.613755,43.8739615
"Immigration, Refugees and Citizenship Canada",FY 2012-13,fleet,1,Fuels with renewable content,268.9035579,16.48920429
"Immigration, Refugees and Citizenship Canada",FY 2012-13,fleet,1,Gasoline,829.722985,53.17339015
"Immigration, Refugees and Citizenship Canada",FY 2013-14,fleet,1,Gasoline,640.19011,41.02704048
"Immigration, Refugees and Citizenship Canada",FY 2014-15,fleet,1,Gasoline,743.465555,47.64552114
"Immigration, Refugees and Citizenship Canada",FY 2015-16,fleet,1,Gasoline,846.419,54.2433662
"Immigration, Refugees and Citizenship Canada",FY 2016-17,fleet,1,Gasoline,797.27305,51.09381289
"Immigration, Refugees and Citizenship Canada",FY 2017-18,fleet,1,gasoline,767.0145862,50.77088429
"Immigration, Refugees and Citizenship Canada",FY 2018-19,fleet,1,gasoline,906.1568882,59.98112088
"Immigration, Refugees and Citizenship Canada",FY 2019-20,fleet,1,gasoline,580.0899715,38.39781584
"Immigration, Refugees and Citizenship Canada",FY 2020-21,fleet,1,gasoline,346.0904414,22.908715
Indigenous Services Canada,FY 2005-06,fleet,1,gasoline,33886.85663,2243.068829
Indigenous Services Canada,FY 2005-06,facilities,2,electricity,10776.74573,29.03732944
Indigenous Services Canada,FY 2005-06,fleet,1,fuels with renewable content,51.90737939,3.197913527
Indigenous Services Canada,FY 2005-06,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",5.744999558,0.410783015
Indigenous Services Canada,FY 2005-06,fleet,1,fuels with renewable content,3.138440043,0.044119193
Indigenous Services Canada,FY 2010-11,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",926.15145,66.22234355
Indigenous Services Canada,FY 2010-11,fleet,1,Fuels with renewable content,598.050209,9.368923095
Indigenous Services Canada,FY 2010-11,fleet,1,Gasoline,7457.6075,477.9261035
Indigenous Services Canada,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",695.22543,49.71050606
Indigenous Services Canada,FY 2011-12,fleet,1,Fuels with renewable content,625.761909,8.555705595
Indigenous Services Canada,FY 2011-12,fleet,1,Gasoline,7246.5645,464.4012621
Indigenous Services Canada,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",567.81665,40.60043233
Indigenous Services Canada,FY 2012-13,fleet,1,Fuels with renewable content,532.426222,7.27957701
Indigenous Services Canada,FY 2012-13,fleet,1,Gasoline,6861.09935,439.6984526
Indigenous Services Canada,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",612.77319,43.81494701
Indigenous Services Canada,FY 2013-14,fleet,1,Fuels with renewable content,402.282202,5.50018791
Indigenous Services Canada,FY 2013-14,fleet,1,Gasoline,6326.0869,405.4117976
Indigenous Services Canada,FY 2013-14,fleet,1,Liquified petroleum gas,4.221708,0.256928712
Indigenous Services Canada,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",67.898099,4.8379443
Indigenous Services Canada,FY 2014-15,fleet,1,Fuels with renewable content,422.9301,5.7824955
Indigenous Services Canada,FY 2014-15,fleet,1,Gasoline,5146.07275,329.789748
Indigenous Services Canada,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",41.15335,2.942576273
Indigenous Services Canada,FY 2015-16,fleet,1,Fuels with renewable content,451.219087,6.169275585
Indigenous Services Canada,FY 2015-16,fleet,1,Gasoline,5251.113,336.5213274
Indigenous Services Canada,FY 2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",16.56858,1.18469846
Indigenous Services Canada,FY 2016-17,fleet,1,Fuels with renewable content,6.307252,0.08623566
Indigenous Services Canada,FY 2016-17,fleet,1,Gasoline,6277.2395,402.2813771
Indigenous Services Canada,FY 2017-18,fleet,1,fuels with renewable content,6.676777706,0.093860025
Indigenous Services Canada,FY 2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",38.57384561,2.758133752
Indigenous Services Canada,FY 2017-18,fleet,1,gasoline,6406.569192,424.0692748
Indigenous Services Canada,FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1.903509885,0.13610611
Indigenous Services Canada,FY 2018-19,fleet,1,fuels with renewable content,9.253938496,0.57011747
Indigenous Services Canada,FY 2018-19,fleet,1,fuels with renewable content,69.19375804,0.972703756
Indigenous Services Canada,FY 2018-19,fleet,1,gasoline,27922.68491,1848.281612
Indigenous Services Canada,FY 2019-20,fleet,1,fuels with renewable content,1.471896127,0.100794308
Indigenous Services Canada,FY 2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11.57809132,0.82786493
Indigenous Services Canada,FY 2019-20,fleet,1,fuels with renewable content,34.42986059,2.121157944
Indigenous Services Canada,FY 2019-20,fleet,1,fuels with renewable content,175.6679001,2.46948266
Indigenous Services Canada,FY 2019-20,fleet,1,gasoline,30328.98047,2007.561035
Indigenous Services Canada,FY 2020-21,fleet,1,gasoline,19002.87073,1257.854378
Indigenous Services Canada,FY 2020-21,facilities,2,electricity,8906.396362,3.216199189
Indigenous Services Canada,FY 2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",254.6137962,18.20557177
Indigenous Services Canada,FY 2020-21,fleet,1,fuels with renewable content,128.6752176,1.808876753
Indigenous Services Canada,FY 2020-21,fleet,1,fuels with renewable content,7.275807142,0.498241689
Indigenous Services Canada,FY 2020-21,fleet,1,liquified petroleum gas,1.564157799,0.095193031
"Innovation, Science and Economic Development Canada",FY 2005-06,fleet,1,gasoline,22674.86462,1500.91333
"Innovation, Science and Economic Development Canada",FY 2005-06,facilities,2,electricity,12689.04383,810.6888854
"Innovation, Science and Economic Development Canada",FY 2005-06,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4205.76181,300.7233982
"Innovation, Science and Economic Development Canada",FY 2005-06,facilities,1,natural gas,3623.886724,179.803108
"Innovation, Science and Economic Development Canada",FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2034.064814,144.7930551
"Innovation, Science and Economic Development Canada",FY 2005-06,fleet,1,fuels with renewable content,1189.365814,73.27458
"Innovation, Science and Economic Development Canada",FY 2005-06,fleet,1,liquified petroleum gas,93.01424885,5.660747766
"Innovation, Science and Economic Development Canada",FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",63.96329927,4.490813851
"Innovation, Science and Economic Development Canada",FY 2005-06,facilities,1,liquified petroleum gas,2.119459882,0.129319013
"Innovation, Science and Economic Development Canada",FY 2005-06,fleet,1,natural gas,0.25546062,0.014474987
"Innovation, Science and Economic Development Canada",FY 2010-11,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2918.92726,208.7112252
